GeneID	X0108_DaB18_H_ea_4cell_0.9_r4.CEL	X0108_DaB23_H_ea_Blast_2.5_r4.CEL	X0207_DaB6_H_ea_4cell_r3.CEL	X0207_DaB7_H_ea_Blast1.CEL	X0207_DaB8_H_ea_Blast2.CEL	X0213_SueK.2.10_H_ea_002_8CE.CEL	X0307_DaB1_H_ea_oocyte_r1.CEL	X0307_DaB3_H_ea_oocyte_r3.CEL	X0307_DaB5_H_ea_4cell_r2.CEL	X0713_Suek.3.2_Ep_H_8C_006_11.CEL	X0713_Suek.3.3_Ep_H_8C_004_11.CEL	X1007_DaB21_H_ea_oocyte9856.CEL	X1007_DaB22_H_ea_oocyte9858.CEL	X1007_DaB4_H_ea_4cell_r1.CEL	X1007_DaB9_H_ea_Blast3.CEL
100128079	6.74242241051001	5.73059080647594	6.08502026549269	4.7789198302601	4.73229819391454	5.51268197776761	5.92447563800208	5.67432195406308	5.69479542398806	4.11260116332226	3.96716547228305	5.4386143783079	5.0074636385926	5.51234214413902	6.37112205965766
100128098	5.03689483935863	4.69834230735173	5.80465402598323	5.44056970081325	5.19452294233153	5.62318513255354	4.36301954021202	4.31899927042242	5.15226673523197	4.83726996108467	4.07667739713684	4.61593630440963	5.24583115265711	4.81106658260492	6.67814622949334
100128108	3.27379880882294	3.70790164031178	3.67279574575464	3.27075624457659	3.24499487196953	4.15711458356847	3.21389737871931	2.85292872143735	3.42014586263861	2.76944831579468	2.9959108767013	3.00179519401518	3.1145188105699	3.35809725805497	3.56312126995918
100128139	3.75635169014342	3.19365594614015	4.63936688660596	3.10204436116399	2.92830330797082	5.01897826121896	3.97458927589938	3.69634281994837	3.32813080103099	2.89920602306316	3.13087599503922	3.27135433994859	3.32315960376214	3.24224651897131	3.46724565136286
100128164	3.84066609363988	3.4394448696645	3.77644433106077	2.96023426543104	2.93687954102291	4.53100502886727	3.39411304729666	3.18191951881929	3.32656475902012	2.55378982740231	3.28274246877207	3.18191951881929	3.39971271188855	3.17651899738991	3.73180989504709
100128185	3.88275532197087	3.1375487150118	3.71984572534555	3.69290509567606	3.17116300664962	3.04527800345233	4.7434597621582	4.09162702395863	3.29804533184845	2.93358189161728	2.92297010664928	3.2845229854824	3.13397177243074	3.46371871492812	2.74618921307468
100128191	3.17283209376027	3.40584538745282	3.30247364036076	2.86203106361783	3.26575602534368	3.36820159090441	4.70616411067776	3.12154158149706	2.86136448072543	4.37286229759597	3.95722272040203	2.61748233722456	2.72147302287003	3.28724269354249	3.40840025807493
100128198	5.45232779971181	4.65902061731427	5.26018767134774	4.43766735801221	4.48414380859022	4.70348383879526	6.14507045167093	5.39306925620594	4.7420091788992	3.28704140199125	4.26190062761377	4.3479763978328	4.16854027422289	4.42745879653144	4.99510196334639
100128252	4.04818616096867	3.14949411804209	3.5554846025902	4.66131682339172	4.75770653159835	4.14044201599563	2.79404424261438	3.88545683315245	4.75289366334966	5.41608609094375	5.74466717396725	6.09051892603832	6.23080383755884	2.81051850896146	3.34330732044719
100128262	3.55533460993011	3.74189570321227	3.98665326561627	3.92137008858336	4.08727031477268	3.44338031602097	4.38405300040932	3.9781941272988	4.28992626091144	3.10576613154588	2.91473314445021	3.51028855544384	3.4278253836752	3.70963979043838	4.10845747965216
100128281	4.70940957770277	3.94830708042045	5.13370512865685	4.39795945644175	4.47835116579781	4.16483659409101	5.4523311059234	4.52015504634072	4.69414615959145	4.13626505521853	3.88006086504128	4.21320192706948	3.9861742982697	4.49562067128749	4.36493722557091
100128288	3.64182106183683	4.21639183573519	3.66574163330736	3.4453272168858	3.57612915306501	3.58522907862158	3.13704844944393	3.57612915306501	4.67511255715812	4.94296184032048	4.33354772315102	3.24928300858115	2.93604829144622	3.29562936988787	4.30660268339189
100128325	6.3110247165155	6.34312740007133	6.68595476721878	6.13085094096159	6.17959648191649	6.27810223501647	6.45255976205913	6.52063044223871	6.90127286350292	4.64716897238059	4.79267587709321	5.79135629753427	5.82572401662373	5.98666499612405	7.79161496894934
100128327	5.15299249781591	3.69157238169475	3.69157238169475	3.89991989026422	4.19150543251971	3.63725021401265	4.63403941733105	4.17802775499128	5.52954542097988	3.04616606089522	3.03176601409273	3.08215436937968	3.50674473460728	3.41783085956038	4.09041582626471
100128554	4.23690247833976	3.83152943032867	4.40074597632033	3.88454607774451	3.85115268276035	3.77789921139953	4.13730534225398	3.74189570321227	4.12406365876863	3.66259751355937	3.44628356348116	3.73560243264457	3.83152943032867	3.48946244684111	3.87575404337995
100128590	3.66265687399885	2.9064493762135	3.09336494523057	4.21239869633023	3.53992525736457	3.93897248791947	2.98848088075185	3.47311663123994	4.67511255715812	3.29394191970902	4.69915973143666	3.3715461924087	3.04470767181258	3.35195909677309	3.29595703012956
100128644	5.33641648903588	5.55156557805641	6.01838901040026	5.31946859731347	5.31776876614932	6.22816064436236	6.34629737758297	5.46365027863762	5.77419500728941	3.62875136022714	4.2834862432528	4.74358972809916	5.13523439714899	5.17783011715743	5.94293105600986
100128653	6.24450549949384	5.3670939423132	5.42900382460901	5.02674330437189	4.99115308938511	6.51536748304308	5.68444244263231	4.74917088704358	6.15659641804063	4.3955626929968	5.03655266012351	5.0155007190672	5.15511946737153	5.19141644016	5.68363677673443
100128731	3.95517356139421	7.5424037415932	5.72117286482813	5.9541617251797	6.41811685965328	4.78479267976707	4.95764738080378	4.61304787681026	4.68231339954846	7.28861986879174	6.91249513388782	6.59038013910348	7.05727443297357	4.70163518666909	6.59689649002921
100128750	4.7320996637281	3.98083538308013	5.01310777498382	4.33725831768055	3.80836748844206	4.35548516627195	4.23526698784552	4.30236737681676	4.5988731511645	6.22516056375753	3.72257391609165	7.27369512884751	3.99275804797415	3.57240516326304	3.94805115080464
100128751	6.58776996819409	4.77531035812591	4.95544237748477	4.78731471747965	4.92861992182559	6.32939199408224	5.94859347593537	5.59806843373682	8.28473355464854	4.080155724951	3.4796956134695	4.81160194177298	4.69256975127638	5.28799962484007	4.64095344752176
100128782	4.32632544963871	4.22043348518778	4.84365948708865	3.91431321562202	3.7892375626519	4.78840854723149	5.0380477204466	4.66779718016174	4.42686815026925	4.19790446969985	3.63490375718205	3.82420208034968	4.10786414319846	4.16714779033416	4.95570593856005
100128788	4.96707944301605	3.76075612816512	3.34065387051343	3.6944744666004	3.30574046972608	4.75965421809081	5.58947563454882	4.13015715265808	4.27398817469215	3.02443030251539	2.86432272635124	3.51995968600663	3.55839574150177	3.8382853727831	3.32856004618355
100128822	3.06642236119507	2.38380277220486	2.76944831579468	2.3649291526102	2.36313847298189	2.63309077092022	3.0381574735266	2.49553077973627	2.2760657487117	3.35989442718982	2.78950467237352	2.32674013100206	2.65229181865597	2.46700839271121	2.76510459597609
100128840	5.20994793015894	4.2623136258136	3.95028007892789	3.98211464793246	3.98211464793246	4.02783088538164	3.95911178327809	4.74869495526539	4.20325183241331	3.44338031602097	3.54650494320783	3.7348384315311	4.17835467567943	4.35683751996693	3.805806497515
100128893	4.71475294265284	6.36039839335575	5.54886598088243	5.72799083057675	5.60751256475128	4.20243529462807	4.6789692983365	4.93231402244807	4.23272477319824	6.95328875242556	3.62773541045077	4.09649425305238	4.43990015688462	4.60189653909979	5.63793336415748
100128946	4.38598170140955	4.44838244414564	3.59141424572555	3.57524888125561	3.62267773474638	4.26006747299077	3.93684083251847	4.62760254978637	3.90195297108518	3.53226230570305	3.3859227800112	3.90195297108518	4.08596966547161	3.91799469759406	3.76017461564029
100128977	4.26984048158674	3.27603889742504	4.27041129964009	3.53569341089583	3.50545062991355	4.09499220727328	3.59821708032941	4.03863556237767	4.01855772687492	3.28472117042177	3.41221638816272	3.53429460305443	3.75008353926887	3.84157873639645	3.71720829941836
100128988	3.81166916324684	3.91050519590906	4.56565676536743	3.81166916324684	3.78407123949118	4.39795945644175	4.29897932437373	3.74189570321227	4.6197633677001	3.37654357902261	3.63236169385038	3.58925853016153	3.23527032098694	3.81166916324684	4.40122005092919
100129029	4.89999718427123	3.79681745859707	4.01535781886809	3.68775576448162	3.517275261282	4.19336489787661	4.13316822995416	4.04047255823692	4.4951893866259	6.65499329457203	5.4014867171224	3.90416708865475	4.2656192244664	7.96261455802669	4.11658475062254
100129098	3.69287875749201	4.40435194569591	4.14085178544241	3.12534073751207	3.21768259498309	4.01145550460659	4.57368277943846	4.51283135845257	3.81737063952953	3.21768259498309	3.15115275908878	3.12058590913264	3.16829175639787	3.81023942336035	3.99405314791812
100129129	5.89267267862714	4.89047807375468	4.30893865138998	4.72390583324676	4.63401861026357	5.60246744279916	5.00467884849994	5.0167941270735	5.27166969453202	4.63925859462235	4.732808999705	6.28381794591574	4.50532696915713	4.56593341979979	5.34529318938389
100129195	4.88305785167927	3.60335595046652	3.81564280960685	3.76805680960037	3.6015931958292	3.78217135267889	3.83931520769805	4.131782360894	4.09982575096991	2.82700199604792	2.8306409313206	3.35848330075109	4.23490166858346	3.58336621551317	3.813483527353
100129196	3.98328772872356	3.09010348622861	3.91371934222165	3.18544896997054	3.20449641988044	3.97587871572865	4.44379378102224	2.94683889173004	3.33512540366222	2.93283932452963	2.75557123272276	3.09096207812037	2.96721761673776	3.50094177904156	3.51418082365333
100129250	6.36532404803294	5.2558976460655	6.25828461275058	5.40324814795416	5.26924563331393	5.66893704535201	6.4065788706949	5.5041127173034	5.48880547757513	7.07139706343754	5.70088047804694	5.14912714290934	5.30143716209568	5.55043340522351	6.08595316352377
100129361	3.77017507754726	5.79802834802011	3.99813251836808	5.67081604281024	4.54158153438562	3.40188623032139	3.22238580759888	4.03166527208189	3.13133800806069	8.33057241444256	8.09448185673709	3.78477293112915	3.1646175534342	3.26390608545729	4.76673771585366
100129387	3.9505379502441	3.55743951411938	3.96061911393598	4.75283234050101	4.91364271242459	3.99492757232968	4.47968010877644	3.89277782386068	4.46458812055343	3.94591498985486	4.32699193449768	3.37896807267928	3.26305832970215	3.75242918620945	3.83434453849778
100129427	4.85828619330161	3.40556915324057	3.60004971431162	3.35059211718353	3.04290212276249	4.40916354633008	3.35059211718353	3.36677360705117	4.06604562911309	2.76992327746984	2.96726469579678	3.35059211718353	3.4165995861899	3.24224651897131	3.29872428281129
100129447	5.24910552633616	4.1163197867674	3.70709390163717	4.99035028662345	4.66208801883716	3.9108566720717	5.53772306853278	4.70711632815035	5.88668938078658	3.16410440668768	3.44338031602097	4.54315246145251	4.59293087133715	4.51479214674513	4.76202228509715
100129455	3.92798015905691	4.43491197855963	3.64838460753556	3.56081885169577	3.71127857876583	3.98869434202837	3.57619459116684	3.57619459116684	3.93248273555	2.95538021849539	3.20624600462235	3.3497172970093	3.17270511940849	3.53499121072613	4.0960125152649
100129476	4.91010100043313	5.33354170833749	6.39496091631018	5.22080849216138	5.22715749359494	4.22766114915473	5.30183613762365	5.7176292894027	6.02742857501782	3.26430761547508	3.61649321414791	4.67867121174395	5.00216552191936	5.81138325275968	6.28090516911656
100129482	3.44899567457265	3.85325996380809	3.82912996639478	3.28146558416966	3.15055677258001	3.19658870701678	3.69285426557437	3.47939384240442	3.09880300222527	2.77561268954148	3.62032438863814	2.97903066582719	2.75273678136378	3.32466259140346	3.51108085834767
100129550	3.81166916324684	3.50327158956727	3.53921955153842	3.66991810262013	4.00497207681466	3.8542360258503	3.04932417186663	4.07315935778147	3.682748356064	3.39250128426057	3.83832170398533	6.28333769368378	3.48172526469183	3.41679192676966	4.22742875021017
100129654	2.58356137635301	2.26891855202747	2.45703698947667	2.45601890419553	2.2860544216062	2.76982209342998	2.46846405944314	2.4363166148197	2.4549387228767	3.53898584935486	4.16507761628151	2.29126263450794	2.46846405944314	2.58622428364374	2.31743555246337
100129716	5.21855186150398	3.98314966966213	4.584960191472	4.0564650048312	3.96611459908575	5.04427995013652	5.72419633496485	4.37207644209165	4.92814669519767	3.79878379785384	3.33696341241332	3.87995193321271	3.59458227835846	4.53710314756127	4.16999612809174
100129722	6.81249417528128	5.44990288813944	6.24576092649461	5.33356517471481	5.22128662432066	5.97374674280967	6.51591222288517	5.60081498632236	6.26317429937709	4.67787354494468	5.00626851199803	5.05146900400936	5.11475312516742	5.96433416966599	5.05733928762964
100129792	10.250679424624	8.48960593082015	8.28248533888034	8.17032998321136	8.14008313347576	6.8646734619308	10.3932490171797	8.44865189873147	10.1655351459626	6.17690345379969	6.03470172709323	7.24026530942483	7.73534778252821	8.15471297288554	8.18208617278069
100129794	3.62371568776833	2.03718286837996	3.29941143647579	2.64196924128252	2.56361727071677	4.58188193364042	3.24604496125362	2.66082256486316	3.25827507399883	2.76944831579468	2.76167005479362	2.85007709622521	2.85007709622521	3.29970465430599	2.84030325411963
100129827	5.42293023880524	4.62916382242327	4.18476418150877	4.64770048124301	4.15233053632171	4.39795945644175	4.39795945644175	4.39795945644175	4.89277150260701	3.28722846966549	3.15442600494161	4.36990654661335	5.2237142426902	4.83853569777524	4.16467230183768
100129884	3.30141936032884	3.16053706573826	3.8506639447475	3.19822612097351	3.13066688246746	3.92345486697921	4.26545732323038	3.57619459116684	2.99426154627108	2.92368733218981	2.87984877057088	2.92951370840474	2.93388044273752	3.5261080319497	2.81200977985966
100129960	3.17283209376027	3.36739899189683	3.06519324793619	3.37467347876159	2.80922894591449	3.59409402175234	4.68248750207916	4.04387473905478	3.36095836949752	2.21461270409281	2.31464296588733	2.29862207977952	2.95000888600893	2.95684595562235	3.14638619838126
100129961	4.98168911639076	3.15311591401483	4.47681012578452	4.09881615620756	4.05395193028824	3.85216332820136	4.92268585878433	4.38579737206621	3.92520028650738	5.86754100980783	2.83933426484776	3.36601676629084	3.31286288011996	3.78919759425231	3.65415328610409
10013	5.24003501001138	5.88047798585881	5.92939692145349	4.79153169323694	4.74161785782282	5.40830727036186	4.97639058551209	5.10114102207955	5.0526767570154	3.72971153806793	3.72971153806793	4.4917460071561	3.96510635651551	4.7344456651823	5.2617989113142
100130232	3.43788205519676	4.08036877628339	3.947159901872	3.682748356064	3.7147133855416	4.68447791171982	4.5574970376313	4.03595654764004	6.06517390960142	4.34531700357844	3.79748159972343	3.78173495071693	3.76706467739233	3.87188307300665	4.80864442730025
100130264	4.33586876388248	3.04333338462566	2.95907954780395	3.88699720343794	3.4760370108396	4.74000277011664	3.27335631767948	4.38579737206621	3.78174342679533	3.4760370108396	3.14194114519635	3.50322408660452	3.23164856861418	3.4760370108396	3.22323507195624
100130275	5.03287589787928	4.44838244414564	4.91489738799395	4.35962994413388	3.96166994388089	4.70728390362349	4.13611972003206	5.61598091990892	5.33937065144559	3.46393127507335	3.46680878510427	4.29151381443885	4.21595811600146	4.38473127790195	4.95363964358868
100130278	4.697369485308	3.13066688246746	3.09993512202595	3.25400436240259	3.06300334739915	3.1122203849798	3.73367109063727	3.12476064399154	4.43949093164177	2.73911474782643	3.04913212778644	2.92619802258865	2.80613224989098	2.89433460820959	3.86144482670477
100130322	4.34484573350423	3.91323595060845	5.82924462258159	4.29002804278955	4.22715305097809	5.91172071058254	5.53022258338691	4.02042195312957	5.69134662483607	3.32620180377364	3.44032721589403	4.37661646177224	4.29393590749778	4.50307116397201	5.09845034078424
100130331	4.85949663776693	3.93458899267252	3.78203269358366	4.28302094163156	4.28302094163156	3.95815468527289	4.24749756037266	4.28302094163156	4.50886265966262	3.60628726465676	4.79884529512951	5.83073494129472	5.04300396002142	4.14425207211326	4.37762106080181
100130370	6.7153532302541	5.49161629608385	6.37310554575021	5.93698766083654	5.66745759733432	6.54108131888663	6.91339156866621	5.99735280310877	6.73724891766992	4.44838244414564	4.91789081506125	5.2650279819917	5.39014015038817	6.16889942912804	5.28027245112466
100130417	7.47168476675229	6.43890954931969	6.15531264421198	6.33241746545311	6.45231819896883	6.69036624023789	6.41293782793013	6.29074640618685	7.49041466030935	4.94247634691871	5.03521707985598	5.80869813336405	5.93504786347369	6.26410505665817	6.35633875165183
100130428	3.00915791630799	3.08509645575567	2.90793098455355	2.90249727671935	3.00915791630799	4.25064664923484	3.93904978180596	4.00116997179099	3.1302201680638	2.83435096028923	4.11260116332226	2.67516722830155	2.94281993845711	2.76301793050454	3.04852109406511
100130429	4.59704103323005	3.39650340300476	2.90027421210364	3.50336635336068	3.77230121938123	3.3642192827578	4.91210702329191	3.51797861079822	5.64493141040615	2.57533245953681	3.47803591071239	3.0567656491165	3.13269995176525	2.86461996612297	3.72257391609165
100130449	4.45380455413573	4.21845709126324	4.88371796630348	4.16546738628286	4.22615965419591	4.34868477064102	5.39624993102491	4.97236531673494	4.48637677532779	3.3233685876012	3.12790089859548	3.58350691965679	3.95768787091741	4.06171349796916	5.51874568796225
100130458	3.46210423690327	2.74094051058047	4.19034869209744	2.71010813138344	2.92297709953751	3.39041612353307	4.19838019615644	3.33696418672727	3.31607119319492	2.82042583945583	2.34777488066221	2.68316572605982	3.11532756390997	3.46776945043081	3.16000405493185
100130519	5.64386665356278	4.49980133556993	4.81253435601729	4.72867566335181	4.78318124454461	5.30628868733549	4.72867566335181	4.73490076409355	8.37280409075701	3.64088560337648	4.38368906018476	4.65527376126386	4.51720846513675	4.53039328091056	4.8296304567214
100130522	4.82751678012897	4.17735787239648	4.47672517693564	4.41339688424735	4.48990978990828	4.71063593670277	4.40430407012573	4.84443243448302	4.44499146740046	3.44338031602097	4.30865338785202	4.13555433308361	4.20006410278465	4.24074310915831	5.79663053646965
100130613	3.83369978251821	3.2885644967753	3.07494291830237	2.98866032856752	2.66515021629714	3.44338031602097	3.72694182962045	3.47164381801568	3.06186681993543	3.05572212837106	2.66299195086815	2.65668236927806	2.49811798777526	2.91615521950224	2.85749591452348
100130642	3.1473457124823	2.60616483873383	2.80613224989098	2.87981665523621	2.6854586624423	3.12586307284353	2.8303154437909	2.74197352911902	3.25297206113843	2.54316642970785	3.40395051300789	2.78822195596494	2.40509300952686	2.80515019139278	2.80613224989098
100130691	3.690736042475	3.07665584975183	3.94202459454896	3.36444719190055	3.20397247589892	3.89609954678691	4.68801090675251	3.24159398335523	3.29024498673819	3.21089490789106	3.14505183789839	3.04061241735084	3.36444719190055	3.06454061369442	3.47241373427801
100130700	3.50017203128928	3.44338031602097	3.44338031602097	3.4860659787605	3.24957141485905	3.82285460057419	4.69069285068285	3.35630122414121	3.44338031602097	3.44344721598263	3.04283632160378	3.42263973045208	3.34301491064577	3.3736068559864	3.5164014365603
100130742	4.66955343563508	2.75450717106772	3.03983620066406	3.18981006611977	3.0453299902783	3.18981006611977	2.82470332967824	2.80089830077111	5.63870128104877	3.34754479844315	4.89277150260701	2.66849204742994	2.61218772104125	3.83627547657528	2.91835021156777
100130771	3.64391379163211	3.23715410363713	4.1135247548533	3.05469012562047	2.82432642654762	2.87650420296212	3.96166895558166	3.74189570321227	3.84672913601327	3.12959718143387	3.23715410363713	3.17685531137878	2.54861947429497	3.47904723364578	3.53239904310182
100130855	2.57061550491393	2.6088024563747	2.55200131201579	2.67835170652907	2.74575875075067	2.60530966282259	3.83479129071026	2.8052451631942	2.96983007987434	2.57533245953681	4.16632935358144	2.47195775965087	2.59440900425084	3.13711529155347	2.74327731126555
100130872	5.9828175817061	5.21213130958408	4.70063329976277	5.0147142106446	5.00945433777992	5.97214762375692	3.97684022510448	5.38831323171858	5.70299890564383	3.96723349032775	3.96553125901886	5.17787504948593	4.82005439436174	5.45814119038413	5.78299624239354
100130987	4.59702681940801	4.41185424946879	4.27175438459891	4.21412256496734	4.01071382083011	4.93263626643226	5.56372809384984	4.75910253628751	5.19263783262246	4.41185424946879	3.11962004773184	4.36845743276403	4.24551640484089	4.41185424946879	4.60090416121121
100131017	5.75692302853843	5.21864526263698	4.98606366820829	4.7009848095463	5.01567304102493	7.39719600403837	5.69489069183305	5.55123383815065	5.54790719661062	4.56749439830543	4.17201336312622	4.9897421148081	4.83106102079661	5.42689088538163	4.77824558181386
100131067	3.98391149234482	4.24247710834	4.38260816550568	3.84579421340688	3.7428822999271	3.80431756886261	4.62845969212853	3.59083404540644	5.25520335827928	6.82149579016392	6.64394793446245	4.87590486404654	5.00066475736767	3.27889671425946	4.3460563453728
